STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT_TO_MURDER,CULPABLE_HOMICIDE_NOT_AMOUNTING_TO_MURDER,RAPE,CUSTODIAL_RAPE,OTHER_RAPE,KIDNAPPING_&_ABDUCTION,KIDNAPPING_AND_ABDUCTION_OF_WOMEN_AND_GIRLS,KIDNAPPING_AND_ABDUCTION_OF_OTHERS,DACOITY,PREPARATION_AND_ASSEMBLY_FOR_DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,OTHER_THEFT,RIOTS,CRIMINAL_BREACH_OF_TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS_HURT,DOWRY_DEATHS,ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,INSULT_TO_MODESTY_OF_WOMEN,CRUELTY_BY_HUSBAND_OR_HIS_RELATIVES,IMPORTATION_OF_GIRLS_FROM_FOREIGN_COUNTRIES,CAUSING_DEATH_BY_NEGLIGENCE,OTHER_IPC_CRIMES,TOTAL_IPC_CRIMES,Crime_Rate
Nagaland,Mon,2009,10,4,4,1,2,1,0,1,1,0,1,1,6,25,1,20,2,2,0,1,1,0,1,1,1,1,2,1,30,84,7.636363636363637
Jharkhand,Chaibasa,2009,119,42,2,35,2,34,14,12,1,11,2,26,17,136,44,91,22,5,19,1,2,58,5,24,1,38,1,34,208,814,6.783333333333333
Chhattisgarh,Jagdalpur,2009,65,20,0,66,2,66,9,7,2,1,1,11,112,104,61,42,28,5,20,0,10,733,2,29,1,21,1,175,844,2260,34.24242424242424
Arunachal Pradesh,K/Kumey,2009,7,6,1,6,0,3,0,1,1,0,1,2,7,6,2,8,3,3,4,1,3,8,0,1,1,1,2,1,21,73,9.125
Tamil Nadu,Erode,2009,50,28,1,15,2,17,43,37,5,7,1,26,137,469,173,295,27,8,68,29,16,517,1,32,8,10,1,507,3663,5670,111.17647058823529
Madhya Pradesh,Jhabua,2009,28,28,2,35,2,35,13,12,4,1,3,26,75,123,82,40,24,7,1,1,19,822,2,43,2,5,1,87,597,1937,66.79310344827586
Jammu & Kashmir,Kupwara,2009,21,60,1,5,0,4,39,33,4,1,2,4,37,65,6,60,89,3,8,3,11,3,0,75,4,4,1,2,249,684,31.09090909090909
Madhya Pradesh,Jabalpur,2009,91,93,1,130,0,127,46,32,12,1,1,95,454,1063,192,871,88,8,137,1,9,787,24,220,65,184,2,252,6232,9990,108.58695652173913
Uttar Pradesh,Kushi Nagar,2009,41,12,17,9,1,9,27,27,0,1,2,2,19,52,29,27,34,28,77,4,1,124,26,13,2,13,2,173,522,1190,28.333333333333332
Tamil Nadu,Cuddalore,2009,69,199,1,29,1,29,103,103,2,0,0,41,116,343,148,198,229,1,45,2,66,1008,15,13,1,59,0,498,6383,9217,131.67142857142858
Haryana,Yamunanagar,2009,27,48,0,33,0,33,40,35,6,4,6,21,160,480,360,116,1,8,61,1,9,175,4,19,15,154,1,8,748,2019,72.10714285714286
Bihar,Bhojpur,2009,96,34,2,10,0,11,50,37,12,20,2,41,100,446,111,335,183,1,80,2,6,27,52,0,4,277,2,263,2056,3735,38.50515463917526
Karnataka,K.G.F.,2009,10,24,0,5,1,5,5,6,2,3,2,9,47,89,10,78,39,1,17,1,1,207,9,30,1,19,2,1,345,864,78.54545454545455
Delhi Ut,North-East,2009,67,72,8,89,1,88,243,198,40,3,11,57,204,1289,732,555,2,31,93,3,2,245,15,120,12,250,1,46,2256,5120,75.29411764705883
Uttar Pradesh,Ambedkar Nagar,2009,37,26,15,17,2,19,56,48,5,1,1,15,22,115,54,61,25,13,98,0,0,130,17,9,17,104,2,81,268,1057,27.81578947368421
Rajasthan,Jaipur North,2009,20,26,2,23,1,25,69,66,1,0,4,31,117,812,521,292,23,26,792,3,3,318,11,42,2,232,2,128,1236,3920,186.66666666666666
Jammu & Kashmir,Ganderbal,2009,2,0,1,9,2,6,28,27,2,1,1,3,29,56,5,52,52,6,14,3,5,3,1,45,1,1,0,102,92,447,149.0
Haryana,Jind,2009,41,25,16,37,0,39,29,21,4,3,0,18,159,297,188,108,103,57,41,1,2,152,18,20,16,71,2,9,657,1765,42.023809523809526
Tamil Nadu,Vellore,2009,79,46,0,18,2,16,45,42,4,4,2,12,109,447,184,263,13,4,24,43,12,561,9,22,1,30,1,739,4638,6862,85.775
Maharashtra,Solapur Commr.,2009,18,18,6,10,2,13,16,10,6,10,3,48,145,377,196,183,63,15,76,5,6,153,0,22,3,78,2,106,448,1623,85.42105263157895
Himachal Pradesh,Solan,2009,6,3,1,8,1,6,9,7,4,0,1,0,67,84,56,26,45,11,11,2,5,183,1,11,3,14,1,41,346,852,121.71428571428571
Andhra Pradesh,Prakasham,2009,75,60,2,31,1,30,65,52,15,4,1,12,173,415,126,291,29,37,216,8,122,1223,7,191,40,230,1,443,2072,5453,71.75
Karnataka,Udupi,2009,26,14,1,6,2,7,5,4,2,5,2,43,141,112,42,69,103,10,20,3,6,290,0,24,2,21,1,8,1565,2405,89.07407407407408
West Bengal,Coochbehar,2009,50,138,7,139,1,138,152,139,12,10,1,10,5,331,71,256,126,33,52,5,3,118,14,75,0,506,1,113,1575,3463,67.90196078431373
Gujarat,Tapi,2009,21,7,0,3,2,5,2,1,3,1,2,1,21,44,22,23,10,3,1,1,1,51,2,2,0,8,1,100,333,603,27.40909090909091
Himachal Pradesh,Una,2009,15,1,3,10,1,9,13,10,5,2,1,1,66,100,36,66,36,11,18,0,1,103,0,9,4,21,0,52,492,947,59.1875
Bihar,Jehanabad,2009,49,12,7,11,0,9,33,14,19,3,1,20,60,180,58,124,136,9,32,11,6,77,18,8,2,22,2,57,915,1657,33.14
Rajasthan,Tonk,2009,18,30,2,21,0,19,49,42,3,0,2,11,121,335,142,193,55,9,253,2,8,1025,2,26,1,251,1,176,1155,3542,186.42105263157896
Uttar Pradesh,Kannauj,2009,52,40,19,7,2,7,30,28,5,1,2,16,18,76,26,54,19,18,45,4,5,28,12,32,8,110,2,129,419,1082,20.41509433962264
Madhya Pradesh,Hoshangabad,2009,47,46,0,57,2,58,21,21,0,6,7,42,212,345,177,169,29,3,17,0,12,483,10,116,19,99,2,1,1985,3563,74.22916666666667
A & N Islands,Andaman,2009,6,10,0,12,1,11,17,13,2,2,1,14,73,127,12,116,18,12,20,1,14,103,3,22,4,24,1,5,373,860,122.85714285714286
Bihar,Sheohar,2009,9,16,2,8,0,5,21,9,7,6,2,11,10,44,7,35,68,5,17,2,1,169,9,6,1,12,0,5,132,548,54.8
Arunachal Pradesh,Total,2009,74,36,2,42,0,41,77,46,30,15,1,79,244,445,62,385,16,45,26,3,12,480,2,72,2,15,2,104,590,2376,31.68
Andhra Pradesh,Khammam,2009,119,70,2,97,0,97,109,95,10,5,4,23,255,512,186,327,139,32,166,9,13,1110,17,207,151,521,2,478,2202,6229,51.90833333333333
Chhattisgarh,Sarguja,2009,55,30,5,71,2,71,8,8,1,6,1,35,96,169,58,108,31,4,14,0,12,88,1,77,2,29,1,71,760,1568,28.0
Madhya Pradesh,Ashok Nagar,2009,32,31,6,82,0,79,12,8,3,0,4,21,111,230,40,188,38,7,14,1,21,905,12,171,13,43,2,73,916,2746,83.21212121212122
Maharashtra,Solapur Rural,2009,76,53,7,47,2,46,33,21,13,19,14,64,257,656,181,472,270,21,49,5,39,667,6,61,15,129,1,445,1287,4221,54.81818181818182
Andhra Pradesh,Ranga Reddy,2009,76,20,7,25,2,25,25,21,5,2,1,6,89,134,36,100,37,8,58,2,12,592,13,48,2,90,2,188,363,1790,23.246753246753247
Bihar,Munger,2009,67,51,3,8,1,7,70,57,15,13,1,45,52,222,45,177,159,3,76,0,5,731,8,4,1,50,2,47,369,1980,29.11764705882353
Himachal Pradesh,Mandi,2009,9,10,2,17,1,21,19,16,3,2,0,0,88,78,27,52,89,11,52,0,20,162,2,69,13,44,1,52,1042,1786,178.6
Uttar Pradesh,Gorakhpur,2009,107,84,20,47,0,45,227,199,29,6,2,85,249,1128,747,379,238,142,337,19,2,342,62,68,2,267,1,335,1492,5246,48.574074074074076
Odisha,Dcp Bbsr,2009,33,63,2,34,1,36,39,32,10,7,9,74,211,1192,645,543,40,11,122,0,12,707,15,44,6,32,1,180,1220,4057,119.32352941176471
Jharkhand,Godda,2009,59,103,1,27,1,25,42,24,19,5,1,18,44,148,19,128,129,17,27,0,12,300,5,25,1,13,1,43,443,1466,24.433333333333334
Karnataka,Koppal,2009,22,2,8,6,2,7,13,10,1,2,2,10,76,105,36,70,119,4,46,0,1,175,4,26,2,38,2,0,1062,1722,74.8695652173913
Tamil Nadu,Thiruvallur,2009,25,37,1,5,2,5,15,10,0,0,2,1,39,162,34,125,37,2,22,0,19,384,4,89,12,16,1,139,2055,3058,117.61538461538461
Andhra Pradesh,Vizianagaram,2009,32,24,4,15,2,11,14,12,4,0,0,4,129,244,1,239,7,13,119,21,17,521,7,103,103,295,1,263,1519,3450,104.54545454545455
Tamil Nadu,Salem Urban,2009,27,26,2,24,1,25,39,33,4,1,1,62,55,275,164,110,26,7,62,0,3,355,4,22,8,39,1,128,2290,3446,123.07142857142857
Haryana,Panchkula,2009,18,3,1,12,0,9,24,9,18,0,1,11,105,214,113,102,2,4,48,1,1,43,1,9,0,71,0,0,697,1263,66.47368421052632
Karnataka,Mysore Rural,2009,81,72,1,45,2,45,36,26,13,10,1,33,294,338,115,223,304,12,47,2,2,1027,14,93,2,159,1,2,1896,4464,54.4390243902439
Bihar,Naugachia,2009,45,18,35,5,0,7,37,18,20,5,1,10,19,47,3,48,119,42,60,2,5,225,6,8,2,45,0,120,622,1479,32.15217391304348
Uttar Pradesh,Jhansi,2009,66,29,12,20,0,20,97,90,6,5,0,38,105,388,258,131,71,32,86,3,7,19,30,45,0,50,1,153,679,1934,28.865671641791046
Bihar,Gaya,2009,157,21,7,22,2,21,153,61,91,44,10,69,163,757,200,556,264,35,138,1,19,1199,57,7,1,46,1,494,1545,5209,32.96835443037975
Sikkim,South,2009,2,3,1,11,0,13,1,1,2,1,1,2,20,28,2,27,3,2,8,0,1,35,0,4,0,0,2,6,60,178,59.333333333333336
Gujarat,Junagadh,2009,49,18,0,17,2,21,68,63,6,5,2,36,186,551,304,246,94,43,43,14,21,480,2,36,6,441,2,207,2371,4692,93.84
Punjab,Tarn Taran,2009,42,32,0,26,0,24,36,26,8,12,0,3,64,147,35,110,1,13,149,7,1,208,7,33,2,15,2,73,316,1185,27.558139534883722
West Bengal,Darjeeling,2009,50,0,18,47,2,45,46,39,4,3,21,13,6,543,109,433,74,43,26,4,11,719,6,58,2,137,2,134,294,2247,44.05882352941177
Jammu & Kashmir,Kathua,2009,12,17,2,8,2,10,27,23,2,1,0,2,49,52,17,33,37,8,7,0,10,14,2,14,7,6,0,0,734,1000,76.92307692307692
Madhya Pradesh,Katni,2009,37,21,3,48,1,46,12,11,1,1,4,18,123,197,92,105,9,5,31,1,9,1147,19,118,15,86,1,147,987,3039,79.97368421052632
Chhattisgarh,Jashpur,2009,80,15,1,76,1,80,49,32,15,4,2,13,61,78,23,55,20,13,34,3,4,88,2,70,3,34,0,70,606,1310,16.17283950617284
Delhi Ut,Eow,2009,0,1,1,2,1,2,0,1,2,2,1,2,1,2,2,2,1,3,186,1,0,2,1,0,1,1,0,0,1,192,192.0
Chhattisgarh,Dantewara,2009,54,67,1,7,0,10,11,5,1,13,0,4,25,43,19,26,30,5,14,1,15,27,1,10,0,9,1,49,290,675,12.272727272727273
Bihar,Sheohar,2009,14,24,1,2,1,6,24,19,5,24,2,7,13,45,9,38,57,13,7,2,3,322,4,1,2,14,2,12,12,616,41.06666666666667
Punjab,Muktsar,2009,22,21,7,17,2,16,17,12,3,2,4,5,61,87,41,45,2,4,61,1,3,163,8,10,2,17,0,73,165,740,32.17391304347826
Rajasthan,Jaipur East,2009,13,29,2,19,2,18,62,59,5,0,3,109,290,2534,1834,698,125,34,569,8,12,6,4,55,1,138,0,218,2212,6457,461.2142857142857
Rajasthan,Hanumangarh,2009,51,46,1,83,1,83,45,36,9,0,1,8,62,181,73,109,2,14,715,1,4,302,11,65,2,406,2,167,1835,3996,76.84615384615384
West Bengal,Kharagpur G.R.P.,2009,1,1,1,2,2,1,5,2,3,2,2,5,2,119,0,117,0,2,1,1,0,1,1,1,0,1,0,1,2,128,64.0
Punjab,Hoshiarpur,2009,49,43,7,29,1,30,31,24,8,2,14,45,117,212,70,143,1,5,153,0,6,291,13,12,1,72,2,205,314,1622,32.44
Andhra Pradesh,Srikakulam,2009,31,0,0,20,1,23,20,19,0,3,1,5,124,164,3,162,10,24,61,16,17,757,4,66,44,210,0,231,1547,3353,104.78125
Andhra Pradesh,Guntur,2009,157,188,2,45,2,45,93,81,14,2,1,21,252,1126,292,838,62,43,378,18,77,1569,30,290,214,571,1,610,2919,8660,54.81012658227848
Rajasthan,Pali,2009,43,35,2,51,1,54,100,98,2,0,2,14,151,363,157,207,3,14,394,1,6,47,7,76,0,441,2,324,3084,5161,117.29545454545455
Uttar Pradesh,Pilibhit,2009,34,17,11,15,0,17,56,53,1,1,2,8,10,101,37,62,5,44,134,0,0,1,31,23,1,111,2,109,1276,1991,56.885714285714286
Jammu & Kashmir,Rajouri,2009,13,21,8,23,1,24,33,33,2,2,1,1,50,46,7,40,25,7,22,1,15,42,3,27,4,45,2,20,805,1208,86.28571428571429
Gujarat,Vadodara Rural,2009,78,19,1,12,2,8,41,35,3,5,1,15,48,194,84,107,32,22,14,9,15,318,2,22,2,63,1,306,1658,2859,36.18987341772152
Jammu & Kashmir,Ganderbal,2009,4,1,2,2,1,1,14,16,0,1,2,0,13,31,9,24,67,5,9,0,3,4,2,46,2,1,1,79,86,363,72.6
Karnataka,Udupi,2009,10,10,1,11,2,10,8,1,7,2,1,14,116,120,53,63,144,5,24,1,10,291,2,20,3,19,0,7,1576,2389,217.1818181818182
Rajasthan,Sikar,2009,41,30,3,39,1,41,50,36,12,3,1,10,151,418,126,288,25,9,408,1,23,323,15,19,2,215,2,292,2129,4201,100.02380952380952
Odisha,Malkangir,2009,48,34,1,14,2,10,9,8,1,4,1,6,14,44,11,34,18,2,3,2,9,48,2,33,4,9,1,20,63,386,7.877551020408164
Daman & Diu,Daman,2009,3,4,1,1,0,1,1,2,1,2,1,2,31,31,16,13,19,8,1,1,3,9,2,4,1,3,2,29,53,206,51.5
Gujarat,Jamnagar,2009,42,25,2,13,2,14,31,26,8,1,1,21,161,359,170,189,88,27,33,6,6,341,2,26,2,231,2,1,2544,3970,92.32558139534883
Rajasthan,Ajmer,2009,48,42,7,68,0,72,123,110,17,0,3,18,187,615,366,251,10,9,1012,0,14,195,17,107,2,710,0,478,2959,6625,135.20408163265307
Uttar Pradesh,Banda,2009,36,23,25,36,0,33,42,26,12,1,3,19,84,128,20,106,62,56,100,3,12,95,37,70,18,65,2,86,831,1828,49.4054054054054
Uttar Pradesh,Jhansi,2009,66,29,24,10,0,8,24,11,11,1,1,25,43,178,96,83,13,19,78,0,5,42,28,37,56,19,2,22,458,1185,17.686567164179106
Madhya Pradesh,Guna,2009,54,29,13,74,2,70,14,15,1,2,10,18,122,260,90,171,72,16,23,1,9,765,9,133,15,25,1,138,1315,3117,56.67272727272727
Rajasthan,Pratapgarh,2009,21,24,3,48,1,47,55,54,3,1,2,4,35,132,27,106,35,1,70,2,12,500,2,51,0,138,1,67,652,1845,83.86363636363636
Uttarakhand,Udhamsingh Nagar,2009,50,63,5,31,2,33,117,113,4,4,2,38,72,703,259,442,104,32,93,5,2,108,19,33,1,96,1,220,641,2431,47.666666666666664
Uttar Pradesh,Baghpat,2009,79,56,10,19,2,16,34,27,6,4,2,24,25,156,73,87,39,14,45,5,4,129,22,9,20,62,1,157,199,1113,13.9125
Andhra Pradesh,Adilabad,2009,113,62,12,47,0,47,82,73,9,3,1,10,213,480,79,401,97,17,177,4,18,1244,20,158,132,333,2,309,2162,5683,49.85087719298246
Bihar,Jamalpur Rly.,2009,3,2,1,2,1,1,8,1,5,9,1,8,0,148,20,129,5,1,2,2,0,0,0,5,2,1,2,1,54,247,61.75
Uttar Pradesh,Mahoba,2009,29,11,20,8,1,12,10,11,1,1,1,8,17,57,28,23,13,8,19,3,6,24,14,23,12,11,2,19,184,498,16.6
Bihar,Sheikhpura,2009,15,1,1,8,0,6,10,8,3,5,2,9,14,97,6,86,83,20,26,2,2,30,7,1,2,14,2,32,600,965,60.3125
Assam,Dhubri,2009,43,44,0,147,2,150,138,110,28,5,2,15,101,200,12,186,663,76,103,15,33,310,11,127,1,393,1,359,465,3258,74.04545454545455
Chhattisgarh,Dhamtari,2009,17,3,1,39,1,38,11,5,5,5,1,9,101,152,49,101,24,4,25,1,5,69,4,57,5,20,0,91,743,1384,76.88888888888889
Himachal Pradesh,Sirmaur,2009,8,4,1,14,2,17,11,7,1,2,2,4,74,59,29,28,70,13,26,1,2,60,2,33,1,30,2,64,435,910,101.11111111111111
Punjab,Cp Ludhiana,2009,76,84,14,47,0,50,93,74,19,0,13,12,205,491,240,251,2,33,386,4,6,240,12,23,12,110,1,263,1024,3156,40.98701298701299
Bihar,Patna Rly.,2009,9,7,4,2,2,1,8,3,6,3,5,18,6,724,40,688,24,2,23,0,1,2,8,16,1,0,2,1,321,1180,118.0
Bihar,Samastipur,2009,109,220,9,41,1,39,166,106,62,15,1,54,90,337,111,226,334,45,91,2,39,309,46,10,1,67,2,176,2056,4218,38.345454545454544
Bihar,Nawadah,2009,72,16,4,9,2,9,64,47,19,4,1,18,48,167,27,142,113,20,37,1,12,458,21,5,0,38,0,127,1040,2288,31.34246575342466
Himachal Pradesh,Bilaspur,2009,8,1,0,8,1,10,4,5,2,2,2,1,43,55,25,29,44,10,36,0,16,56,2,20,9,18,1,35,719,1079,119.88888888888889
West Bengal,24 Parganas North,2009,243,223,177,173,1,172,437,290,147,15,109,81,27,2313,577,1736,817,238,311,4,26,179,71,175,8,2380,7,11,7125,15152,62.09836065573771
Gujarat,Palanpur,2009,39,17,1,26,1,27,87,87,2,12,0,39,213,461,184,275,69,30,42,10,16,1114,2,57,1,218,0,203,1668,4327,108.175
Bihar,Katihar,2009,70,49,3,148,1,147,136,92,46,8,4,25,57,164,23,140,201,107,118,1,11,418,12,26,2,26,0,45,990,2619,36.88732394366197
Uttar Pradesh,Maharajganj,2009,25,4,9,19,2,19,26,25,2,0,2,13,16,39,15,26,22,16,49,7,1,62,16,13,12,35,2,71,363,806,31.0
Andhra Pradesh,Guntur,2009,89,74,2,38,1,39,58,59,1,2,2,8,253,692,81,609,34,25,279,15,42,2932,7,223,141,495,2,460,1155,7026,78.06666666666666
Andhra Pradesh,Hyderabad City,2009,122,127,6,62,1,64,140,79,65,8,1,113,1143,5199,2105,3093,145,144,1877,44,44,4245,41,232,149,1184,0,483,3066,18567,150.9512195121951
Maharashtra,Mumbai Rly.,2009,7,2,0,2,1,5,4,1,3,0,4,39,1,2078,0,2077,4,12,34,1,2,44,2,11,3,2,1,2,89,2347,293.375
Mizoram,Mamit,2009,3,0,2,8,1,7,1,1,2,2,0,2,20,31,2,27,1,5,2,1,13,14,2,6,2,0,0,5,2,102,25.5
Madhya Pradesh,Ratlam,2009,47,31,2,65,0,65,17,18,0,2,4,46,129,304,119,189,49,63,35,2,16,233,5,110,19,74,2,114,2266,3636,75.75
Karnataka,Hassan,2009,55,85,6,29,2,29,28,25,4,9,5,100,292,410,240,169,192,8,115,2,1,1467,31,105,0,265,0,0,2871,6069,108.375
Uttar Pradesh,Mau,2009,25,54,12,10,1,8,48,42,6,1,2,15,56,106,49,60,70,17,41,3,2,107,19,32,2,49,1,91,320,1074,41.30769230769231
Odisha,Baragarh,2009,35,100,1,23,2,21,15,11,3,11,1,43,89,218,104,113,81,5,23,2,22,62,15,90,19,99,2,95,695,1736,48.22222222222222
Punjab,Ludhiana,2009,66,100,12,41,2,38,94,69,23,1,10,16,188,634,328,310,0,24,297,1,7,270,11,33,8,94,2,238,975,3120,46.56716417910448
Manipur,Chandel,2009,15,16,0,2,1,1,3,0,0,1,2,1,3,6,1,8,2,0,3,2,1,13,1,2,2,1,1,3,21,89,5.5625
Tamil Nadu,Vellore,2009,73,33,5,22,1,22,52,52,1,2,1,7,140,424,155,270,12,4,58,58,27,619,9,27,2,49,2,678,4755,7048,95.24324324324324
Bihar,Patna Rly.,2009,25,15,3,0,1,1,10,4,6,9,2,12,4,600,38,566,17,2,18,0,2,1,4,6,2,1,2,2,212,941,36.19230769230769
Tamil Nadu,Kanchipuram,2009,58,55,1,18,1,16,7,8,1,0,1,21,73,285,60,224,101,2,67,15,6,409,1,22,0,14,1,777,3820,5756,97.55932203389831
Rajasthan,Jaipur North,2009,19,29,2,24,2,21,74,78,1,2,1,23,161,831,458,375,52,57,431,0,3,346,11,36,2,166,2,133,1392,3787,189.35
Andhra Pradesh,Warangal Urban,2009,22,18,1,15,1,17,29,30,1,2,1,7,121,245,0,244,42,1,167,2,41,568,14,50,27,411,2,243,495,2515,109.34782608695652
Madhya Pradesh,Shajapur,2009,34,45,4,65,2,69,13,10,6,2,5,70,200,462,133,324,63,26,24,0,18,1218,8,162,34,65,2,142,1118,3779,107.97142857142858
Uttar Pradesh,Shrawasti,2009,17,8,7,15,2,15,27,24,3,1,2,8,15,41,2,42,18,13,46,2,1,153,17,18,1,1,1,35,158,600,33.333333333333336
West Bengal,Howrah,2009,111,9,15,60,0,61,184,156,33,42,43,67,66,1401,368,1029,298,50,331,7,0,67,30,120,2,1076,1,376,4172,8519,76.0625
Karnataka,K.G.F.,2009,16,14,0,9,0,8,18,15,2,2,0,12,55,86,35,51,56,1,16,1,2,284,6,22,0,25,1,50,324,993,58.411764705882355
Uttar Pradesh,Varanasi,2009,34,44,12,10,2,11,40,36,8,1,0,16,107,695,522,172,57,94,219,12,4,185,31,13,74,105,0,245,1150,3150,90.0
Haryana,Gurgaon,2009,83,36,4,29,2,30,60,44,17,16,47,128,558,2470,1889,580,90,82,250,4,14,159,26,23,42,129,1,25,2076,6338,75.45238095238095
Nagaland,Total,2009,47,34,14,14,0,14,52,5,43,1,2,64,64,397,81,316,4,12,37,5,2,38,2,14,5,1,1,24,241,1058,22.041666666666668
Haryana,Gurgaon,2009,82,57,5,44,0,44,60,43,17,7,26,118,491,3125,2480,642,97,97,254,1,2,145,24,29,37,86,0,31,1909,6736,81.1566265060241
Assam,Guwahati City,2009,58,59,1,57,0,56,367,308,58,20,2,254,697,2238,102,2136,110,126,257,11,1,467,10,112,0,213,0,228,5251,10546,178.74576271186442
Madhya Pradesh,Indore Rly.,2009,1,2,0,2,1,3,2,1,2,2,1,3,2,145,2,147,0,2,6,1,1,13,2,9,2,0,0,0,109,293,146.5
Chhattisgarh,Balrampur,2009,43,18,0,42,1,43,9,10,1,9,1,12,47,49,1,48,25,1,7,2,5,181,2,40,28,1,1,27,220,759,17.25
Karnataka,Uttar Kannada,2009,23,17,20,9,2,10,13,11,1,1,1,16,84,99,32,65,105,16,25,4,8,364,1,80,2,64,2,1,2037,2995,124.79166666666667
Rajasthan,Bikaner,2009,39,64,9,43,1,43,41,32,10,1,0,4,125,342,155,188,2,9,426,2,14,387,16,60,0,353,2,236,1507,3685,92.125
Uttarakhand,Nainital,2009,22,23,4,7,1,8,22,22,2,3,1,13,35,160,64,97,20,15,42,3,1,11,12,5,28,19,2,70,377,894,38.869565217391305
Andhra Pradesh,Nizamabad,2009,105,57,4,25,2,28,45,42,4,3,1,18,241,415,107,313,36,17,203,13,48,1597,19,80,74,518,1,407,960,4892,46.15094339622642
D & N Haveli,D And N Haveli,2009,12,4,0,2,1,4,11,7,2,9,2,1,45,61,19,40,53,15,21,3,7,24,1,2,1,5,2,19,153,444,34.15384615384615
Punjab,Batala,2009,28,26,5,14,1,15,15,12,1,0,1,1,47,91,37,57,2,12,105,2,10,183,3,9,1,34,1,77,186,860,29.655172413793103
Tamil Nadu,Pudukottai,2009,38,42,0,4,2,3,34,30,2,0,2,4,53,177,37,143,39,11,33,2,15,254,10,44,2,41,2,259,1980,3033,77.76923076923077
Karnataka,Haveri,2009,18,20,1,9,2,10,21,4,14,3,2,5,92,97,35,63,197,10,33,6,2,247,3,34,1,26,2,168,1045,2044,107.57894736842105
Bihar,Katihar Rly.,2009,8,10,2,1,1,1,11,1,5,5,2,9,6,233,1,232,21,3,9,2,1,35,1,3,1,1,1,3,110,466,51.77777777777778
Karnataka,Mandya,2009,70,55,0,32,1,29,33,29,1,9,1,71,309,575,251,329,381,7,108,1,33,1359,13,96,0,232,2,2,2725,6118,86.16901408450704
Uttar Pradesh,Hamirpur,2009,20,12,19,6,1,4,15,13,1,2,1,2,18,65,15,51,2,24,27,2,2,20,14,24,2,23,1,85,138,520,24.761904761904763
Sikkim,North,2009,3,0,2,0,2,1,1,1,0,2,1,1,2,5,1,9,3,2,2,2,1,8,1,3,2,0,0,2,12,43,10.75
Odisha,Kalahandi,2009,26,14,1,28,0,29,26,26,2,3,0,30,47,78,25,57,49,6,51,0,8,199,8,73,10,55,0,55,548,1321,48.925925925925924
Jharkhand,Koderma,2009,28,2,1,6,2,8,14,10,5,10,2,12,20,129,48,84,102,37,52,0,1,7,15,6,0,37,1,64,437,989,34.10344827586207
Himachal Pradesh,Chamba,2009,13,4,0,6,2,4,19,20,2,1,2,1,95,29,1,26,27,7,12,0,8,89,0,27,5,10,2,50,280,680,48.57142857142857
West Bengal,Bankura,2009,52,39,8,46,2,45,21,16,5,9,18,20,8,185,21,162,124,13,27,0,7,254,19,45,1,169,1,124,265,1460,27.547169811320753
Tamil Nadu,Thirunelveli Urban,2009,19,44,2,10,0,10,16,14,2,0,0,15,42,238,46,191,3,1,27,2,3,110,4,6,51,8,2,88,892,1573,78.65
Uttar Pradesh,Faizabad,2009,41,15,10,21,1,25,56,54,0,2,3,15,63,209,73,135,38,51,117,8,2,174,18,25,45,86,2,155,570,1733,41.26190476190476
Karnataka,Chamarajnagar,2009,40,30,2,10,2,12,9,7,1,1,2,8,63,140,66,78,150,1,13,1,2,504,10,70,0,60,2,0,844,1962,47.853658536585364
Uttar Pradesh,Allahabad,2009,155,127,32,66,1,65,220,189,31,8,3,87,255,1389,972,418,218,114,255,14,8,440,73,94,3,266,0,395,2031,6255,40.09615384615385
West Bengal,Paschim Midnapur,2009,200,68,124,58,2,58,80,78,2,14,11,29,5,378,141,241,439,38,45,4,33,144,30,84,1,565,1,1,1367,3717,18.492537313432837
Rajasthan,Sawai Madhopur,2009,23,27,1,14,1,18,86,67,19,3,2,12,89,454,307,152,8,1,210,0,10,2,1,27,1,178,1,108,2255,3508,146.16666666666666
Odisha,Rourkela,2009,54,38,1,37,1,38,21,20,3,1,9,67,116,316,80,235,38,11,55,0,1,338,7,99,5,65,0,91,870,2246,40.836363636363636
Rajasthan,Baran,2009,39,109,2,53,0,52,44,46,0,2,3,14,101,285,62,223,8,29,158,3,15,471,10,167,2,179,2,116,1226,3034,75.85
Gujarat,Tapi,2009,17,1,1,6,2,8,2,4,1,2,1,7,13,57,25,33,4,7,6,3,1,86,0,2,1,8,2,107,339,665,36.94444444444444
Tamil Nadu,Villupuram,2009,69,99,0,62,0,64,78,66,14,7,1,23,109,399,213,187,222,3,46,0,20,691,7,77,29,35,1,811,4376,7169,102.41428571428571
Assam,C.I.D.,2009,0,1,1,2,2,1,0,2,1,1,0,0,2,1,1,1,1,1,3,1,0,2,1,1,2,2,2,1,25,28,28.0
Tamil Nadu,Pudukottai,2009,33,30,4,16,1,15,27,20,3,1,2,11,59,256,42,214,40,15,25,2,15,271,7,53,2,36,2,238,2317,3452,101.52941176470588
Maharashtra,Latur,2009,66,47,4,19,2,19,35,39,2,18,1,51,250,405,182,223,282,12,130,2,25,683,5,59,2,156,1,215,959,3418,51.014925373134325
